TransactionID,ProductID,ProductName,WarehouseID,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
811,3062,Anti-Fog Ski Goggles,WH_500,Return,2026-03-06,2,76.69,153.38,RET-93758,Customer Return,12,14,System,Transaction processed for WH_500 location,system,2026-03-06
812,1533,RainGuard Hiking Jacket,WH_100,Sale,2025-07-03,-38,111.62,4241.56,SO-93352,Customer Sale,637,599,System,Transaction processed for WH_100 location,system,2025-07-03
813,3082,Edge Tuning Tool Set,WH_200,Sale,2025-11-13,-39,78.73,3070.47,SO-11302,Customer Sale,58,19,System,Transaction processed for WH_200 location,system,2025-11-13
814,1542,TrailWalker Hiking Shoes,WH_200,Sale,2025-10-19,-37,92.42,3419.54,SO-82447,Customer Sale,105,68,System,Transaction processed for WH_200 location,system,2025-10-19
815,3021,Nordic Classic XC Skis - 185cm,WH_200,Adjustment,2025-11-29,12,230.76,2769.12,ADJ-815,Cycle Count,65,77,System,Transaction processed for WH_200 location,system,2025-11-29
816,3021,Nordic Classic XC Skis - 185cm,WH_200,Receipt,2025-11-23,71,223.76,15886.65,PO-3202,Purchase Order Receipt,8,79,System,Transaction processed for WH_200 location,system,2025-11-23
817,2031,Coffee Mug,WH_200,Receipt,2026-01-09,19,22.32,424.06,PO-2672,Purchase Order Receipt,3061,3080,System,Transaction processed for WH_200 location,system,2026-01-09
818,3082,Edge Tuning Tool Set,WH_100,Receipt,2025-07-08,72,76.66,5519.35,PO-1839,Purchase Order Receipt,97,169,System,Transaction processed for WH_100 location,system,2025-07-08
819,1521,Adventurer Pro Backpack,WH_200,Sale,2025-10-24,-9,121.78,1096.02,SO-34635,Customer Sale,794,785,System,Transaction processed for WH_200 location,system,2025-10-24
820,3012,Mountain Master All-Terrain Skis - 165cm,WH_100,Sale,2025-10-14,-29,674.65,19564.85,SO-15187,Customer Sale,101,72,System,Transaction processed for WH_100 location,system,2025-10-14
821,3062,Anti-Fog Ski Goggles,WH_500,Sale,2026-03-01,-48,95.86,4601.28,SO-56397,Customer Sale,69,21,System,Transaction processed for WH_500 location,system,2026-03-01
822,3081,All-Temp Ski Wax Kit,WH_100,Adjustment,2026-04-10,17,59.66,1014.22,ADJ-822,System Correction,109,126,System,Transaction processed for WH_100 location,system,2026-04-10
823,3101,Winter Boots - Insulated,WH_200,Sale,2026-04-13,-24,119.75,2874.0,SO-81340,Customer Sale,50,26,System,Transaction processed for WH_200 location,system,2026-04-13
824,3072,Hand Warmers - 10 Pack,WH_100,Sale,2025-12-19,-37,9.82,363.34,SO-93224,Customer Sale,39,2,System,Transaction processed for WH_100 location,system,2025-12-19
825,3104,Ski Tuning Bench - Portable,WH_200,Sale,2026-04-30,-45,127.6,5742.0,SO-85114,Customer Sale,95,50,System,Transaction processed for WH_200 location,system,2026-04-30
826,2081,Food Storage Set,WH_100,Transfer,2026-01-15,-45,24.96,1123.2,TRF-1491,Warehouse Transfer,1857,1812,System,Transaction processed for WH_100 location,system,2026-01-15
827,2081,Food Storage Set,WH_100,Sale,2025-12-26,-50,24.96,1248.0,SO-33090,Customer Sale,1885,1835,System,Transaction processed for WH_100 location,system,2025-12-26
828,2112,4-Slice Toaster,WH_200,Sale,2025-11-27,-40,66.97,2678.8,SO-81790,Customer Sale,1131,1091,System,Transaction processed for WH_200 location,system,2025-11-27
829,1551,BaseCamp Folding Table,WH_500,Return,2026-02-06,2,44.91,89.82,RET-54001,Customer Return,306,308,System,Transaction processed for WH_500 location,system,2026-02-06
830,2022,Fork Set,WH_200,Sale,2025-11-11,-4,33.74,134.96,SO-77730,Customer Sale,41,37,System,Transaction processed for WH_200 location,system,2025-11-11
831,1572,MountainDream Sleeping Bag,WH_200,Sale,2025-11-21,-37,201.31,7448.47,SO-73065,Customer Sale,141,104,System,Transaction processed for WH_200 location,system,2025-11-21
832,1551,BaseCamp Folding Table,WH_500,Adjustment,2025-07-25,3,56.14,168.42,ADJ-832,Physical Count,252,255,System,Transaction processed for WH_500 location,system,2025-07-25
833,3011,Alpine Pro Racing Skis - 170cm,WH_200,Receipt,2025-09-29,119,890.14,105926.27,PO-5570,Purchase Order Receipt,43,162,System,Transaction processed for WH_200 location,system,2025-09-29
834,2021,Chef Knife,WH_200,Sale,2026-02-15,-48,63.7,3057.6,SO-93433,Customer Sale,3123,3075,System,Transaction processed for WH_200 location,system,2026-02-15
835,1521,Adventurer Pro Backpack,WH_200,Transfer,2025-12-22,-20,121.78,2435.6,TRF-4097,Warehouse Transfer,798,778,System,Transaction processed for WH_200 location,system,2025-12-22
836,1581,LED Headlamp - Rechargeable,WH_100,Adjustment,2025-11-27,-14,27.36,383.04,ADJ-836,Physical Count,173,159,System,Transaction processed for WH_100 location,system,2025-11-27
837,1543,TrekStar Hiking Sandals,WH_200,Transfer,2025-07-22,-36,63.22,2275.92,TRF-8186,Warehouse Transfer,48,12,System,Transaction processed for WH_200 location,system,2025-07-22
838,3011,Alpine Pro Racing Skis - 170cm,WH_200,Damage,2026-03-01,-8,904.82,7238.56,DMG-838,Shipping Damage,54,46,System,Transaction processed for WH_200 location,system,2026-03-01
839,1552,TrekMaster Camping Chair,WH_100,Sale,2026-02-08,-31,51.85,1607.35,SO-18053,Customer Sale,287,256,System,Transaction processed for WH_100 location,system,2026-02-08
840,3091,Freestyle Snowboard - 155cm,WH_100,Sale,2026-03-23,-20,431.14,8622.8,SO-34979,Customer Sale,77,57,System,Transaction processed for WH_100 location,system,2026-03-23
841,3062,Anti-Fog Ski Goggles,WH_500,Receipt,2025-08-13,168,100.51,16884.93,PO-1601,Purchase Order Receipt,21,189,System,Transaction processed for WH_500 location,system,2025-08-13
842,2012,Espresso Machine,WH_100,Sale,2025-11-25,-15,303.83,4557.45,SO-33703,Customer Sale,861,846,System,Transaction processed for WH_100 location,system,2025-11-25
843,3051,Insulated Ski Jacket - Men's,WH_200,Adjustment,2025-12-20,0,201.38,0.0,ADJ-843,System Correction,48,48,System,Transaction processed for WH_200 location,system,2025-12-20
844,3071,Ski Boot Bag - Premium,WH_200,Sale,2026-01-03,-18,41.93,754.74,SO-20109,Customer Sale,18,0,System,Transaction processed for WH_200 location,system,2026-01-03
845,2121,Bamboo Cutting Board Set,WH_100,Receipt,2025-12-30,90,33.1,2979.42,PO-8791,Purchase Order Receipt,771,861,System,Transaction processed for WH_100 location,system,2025-12-30
846,2101,Measuring Cup Set,WH_200,Receipt,2025-09-25,95,13.55,1286.9,PO-1827,Purchase Order Receipt,67,162,System,Transaction processed for WH_200 location,system,2025-09-25
847,3032,Comfort Fit Recreational Boots,WH_100,Receipt,2025-10-11,197,267.76,52747.77,PO-6944,Purchase Order Receipt,31,228,System,Transaction processed for WH_100 location,system,2025-10-11
848,1531,Summit Breeze Jacket,WH_200,Return,2026-02-10,3,72.33,216.98,RET-13519,Customer Return,190,193,System,Transaction processed for WH_200 location,system,2026-02-10
849,1533,RainGuard Hiking Jacket,WH_100,Sale,2025-08-31,-9,111.62,1004.58,SO-94513,Customer Sale,696,687,System,Transaction processed for WH_100 location,system,2025-08-31
850,1571,CozyNights Sleeping Bag,WH_100,Receipt,2025-12-31,39,18.53,722.57,PO-9778,Purchase Order Receipt,60,99,System,Transaction processed for WH_100 location,system,2025-12-31
851,3031,Pro Flex Racing Ski Boots,WH_500,Sale,2026-04-01,-13,443.22,5761.86,SO-88055,Customer Sale,72,59,System,Transaction processed for WH_500 location,system,2026-04-01
852,2121,Bamboo Cutting Board Set,WH_100,Sale,2026-04-19,-22,33.94,746.68,SO-15113,Customer Sale,893,871,System,Transaction processed for WH_100 location,system,2026-04-19
853,2101,Measuring Cup Set,WH_200,Receipt,2026-04-28,50,12.83,641.38,PO-4984,Purchase Order Receipt,141,191,System,Transaction processed for WH_200 location,system,2026-04-28
854,1532,TrailBlaze Hiking Pants,WH_100,Receipt,2025-09-16,32,64.82,2074.28,PO-1892,Purchase Order Receipt,365,397,System,Transaction processed for WH_100 location,system,2025-09-16
855,2112,4-Slice Toaster,WH_200,Return,2026-04-11,2,53.58,107.15,RET-95654,Customer Return,1206,1208,System,Transaction processed for WH_200 location,system,2026-04-11
856,1531,Summit Breeze Jacket,WH_200,Sale,2025-10-05,-46,90.41,4158.86,SO-78363,Customer Sale,96,50,System,Transaction processed for WH_200 location,system,2025-10-05
857,3021,Nordic Classic XC Skis - 185cm,WH_200,Receipt,2025-10-22,119,236.16,28103.48,PO-2886,Purchase Order Receipt,100,219,System,Transaction processed for WH_200 location,system,2025-10-22
858,2111,High-Speed Blender,WH_200,Sale,2026-02-24,-44,142.34,6262.96,SO-54441,Customer Sale,109,65,System,Transaction processed for WH_200 location,system,2026-02-24
859,3051,Insulated Ski Jacket - Men's,WH_200,Sale,2025-09-22,-12,201.38,2416.56,SO-40007,Customer Sale,95,83,System,Transaction processed for WH_200 location,system,2025-09-22
860,3021,Nordic Classic XC Skis - 185cm,WH_200,Damage,2025-07-14,-3,230.76,692.28,DMG-860,Warehouse Damage,5,2,System,Transaction processed for WH_200 location,system,2025-07-14
861,1551,BaseCamp Folding Table,WH_500,Damage,2026-01-04,-4,56.14,224.56,DMG-861,Shipping Damage,268,264,System,Transaction processed for WH_500 location,system,2026-01-04
862,3051,Insulated Ski Jacket - Men's,WH_200,Sale,2025-12-23,-38,201.38,7652.44,SO-60322,Customer Sale,50,12,System,Transaction processed for WH_200 location,system,2025-12-23
863,3072,Hand Warmers - 10 Pack,WH_100,Sale,2025-11-04,-7,9.82,68.74,SO-16514,Customer Sale,26,19,System,Transaction processed for WH_100 location,system,2025-11-04
864,1561,EcoFire Camping Stove,WH_200,Transfer,2025-10-25,-39,19.18,748.02,TRF-9577,Warehouse Transfer,217,178,System,Transaction processed for WH_200 location,system,2025-10-25
865,2022,Fork Set,WH_100,Transfer,2025-10-22,-45,33.74,1518.3,TRF-8249,Warehouse Transfer,264,219,System,Transaction processed for WH_100 location,system,2025-10-22
866,3051,Insulated Ski Jacket - Men's,WH_200,Sale,2026-01-07,-22,201.38,4430.36,SO-53003,Customer Sale,104,82,System,Transaction processed for WH_200 location,system,2026-01-07
867,1553,Adventure Dining Table,WH_100,Sale,2026-03-02,-49,109.67,5373.83,SO-31908,Customer Sale,197,148,System,Transaction processed for WH_100 location,system,2026-03-02
868,2031,Coffee Mug,WH_200,Adjustment,2026-03-29,7,22.64,158.48,ADJ-868,Cycle Count,3238,3245,System,Transaction processed for WH_200 location,system,2026-03-29
869,3033,Women's Performance Ski Boots,WH_100,Transfer,2026-03-11,-26,379.79,9874.54,TRF-5485,Warehouse Transfer,214,188,System,Transaction processed for WH_100 location,system,2026-03-11
870,3022,Backcountry Explorer XC Skis - 190cm,WH_200,Sale,2025-10-17,-32,404.3,12937.6,SO-47328,Customer Sale,99,67,System,Transaction processed for WH_200 location,system,2025-10-17
871,3071,Ski Boot Bag - Premium,WH_200,Sale,2025-08-26,-34,41.93,1425.62,SO-77002,Customer Sale,89,55,System,Transaction processed for WH_200 location,system,2025-08-26
872,2091,Spatula,WH_100,Sale,2025-10-09,-23,9.02,207.46,SO-79238,Customer Sale,1294,1271,System,Transaction processed for WH_100 location,system,2025-10-09
873,1533,RainGuard Hiking Jacket,WH_100,Adjustment,2026-01-16,-1,111.62,111.62,ADJ-873,System Correction,671,670,System,Transaction processed for WH_100 location,system,2026-01-16
874,3021,Nordic Classic XC Skis - 185cm,WH_200,Sale,2025-12-01,-11,230.76,2538.36,SO-28209,Customer Sale,11,0,System,Transaction processed for WH_200 location,system,2025-12-01
875,3031,Pro Flex Racing Ski Boots,WH_500,Receipt,2025-07-23,33,434.5,14338.54,PO-5448,Purchase Order Receipt,75,108,System,Transaction processed for WH_500 location,system,2025-07-23
876,1571,CozyNights Sleeping Bag,WH_100,Return,2025-11-26,5,14.98,74.88,RET-27513,Customer Return,128,133,System,Transaction processed for WH_100 location,system,2025-11-26
877,3021,Nordic Classic XC Skis - 185cm,WH_200,Sale,2026-02-14,-27,230.76,6230.52,SO-52026,Customer Sale,73,46,System,Transaction processed for WH_200 location,system,2026-02-14
878,3022,Backcountry Explorer XC Skis - 190cm,WH_100,Sale,2026-01-15,-3,404.3,1212.9,SO-87419,Customer Sale,94,91,System,Transaction processed for WH_100 location,system,2026-01-15
879,1512,SkyView 2-Person Tent,WH_200,Receipt,2025-10-04,62,223.62,13864.52,PO-4603,Purchase Order Receipt,591,653,System,Transaction processed for WH_200 location,system,2025-10-04
880,1551,BaseCamp Folding Table,WH_500,Sale,2025-12-15,-50,56.14,2807.0,SO-85226,Customer Sale,238,188,System,Transaction processed for WH_500 location,system,2025-12-15
881,1533,RainGuard Hiking Jacket,WH_100,Sale,2025-07-23,-17,111.62,1897.54,SO-43140,Customer Sale,679,662,System,Transaction processed for WH_100 location,system,2025-07-23
882,1553,Adventure Dining Table,WH_100,Receipt,2025-07-01,41,113.66,4660.2,PO-4897,Purchase Order Receipt,193,234,System,Transaction processed for WH_100 location,system,2025-07-01
883,3011,Alpine Pro Racing Skis - 170cm,WH_200,Adjustment,2026-04-08,12,904.82,10857.84,ADJ-883,Cycle Count,85,97,System,Transaction processed for WH_200 location,system,2026-04-08
884,3082,Edge Tuning Tool Set,WH_100,Adjustment,2026-04-15,-10,78.73,787.3,ADJ-884,Cycle Count,81,71,System,Transaction processed for WH_100 location,system,2026-04-15
885,1523,TrailLite Daypack,WH_100,Receipt,2026-01-10,100,55.74,5574.44,PO-2253,Purchase Order Receipt,640,740,System,Transaction processed for WH_100 location,system,2026-01-10
886,3041,Carbon Fiber Racing Poles - 120cm,WH_500,Sale,2026-04-13,-1,133.36,133.36,SO-25013,Customer Sale,1,0,System,Transaction processed for WH_500 location,system,2026-04-13
887,3021,Nordic Classic XC Skis - 185cm,WH_200,Adjustment,2025-07-20,-8,230.76,1846.08,ADJ-887,Physical Count,8,0,System,Transaction processed for WH_200 location,system,2025-07-20
888,2101,Measuring Cup Set,WH_200,Receipt,2025-11-05,146,12.72,1857.64,PO-5280,Purchase Order Receipt,93,239,System,Transaction processed for WH_200 location,system,2025-11-05
889,3051,Insulated Ski Jacket - Men's,WH_200,Adjustment,2026-03-28,10,201.38,2013.8,ADJ-889,Cycle Count,155,165,System,Transaction processed for WH_200 location,system,2026-03-28
890,1553,Adventure Dining Table,WH_100,Sale,2025-10-09,-31,109.67,3399.77,SO-60375,Customer Sale,309,278,System,Transaction processed for WH_100 location,system,2025-10-09
891,3021,Nordic Classic XC Skis - 185cm,WH_200,Receipt,2025-11-22,47,227.91,10711.96,PO-8163,Purchase Order Receipt,23,70,System,Transaction processed for WH_200 location,system,2025-11-22
892,1543,TrekStar Hiking Sandals,WH_200,Adjustment,2025-11-04,7,63.22,442.54,ADJ-892,Physical Count,93,100,System,Transaction processed for WH_200 location,system,2025-11-04
893,1543,TrekStar Hiking Sandals,WH_200,Receipt,2026-01-16,165,60.06,9910.63,PO-8727,Purchase Order Receipt,117,282,System,Transaction processed for WH_200 location,system,2026-01-16
894,2111,High-Speed Blender,WH_200,Sale,2025-09-29,-35,142.34,4981.9,SO-67748,Customer Sale,96,61,System,Transaction processed for WH_200 location,system,2025-09-29
895,1523,TrailLite Daypack,WH_100,Receipt,2025-10-09,139,54.83,7620.86,PO-3614,Purchase Order Receipt,678,817,System,Transaction processed for WH_100 location,system,2025-10-09
896,3022,Backcountry Explorer XC Skis - 190cm,WH_100,Receipt,2025-09-15,78,401.66,31329.65,PO-6982,Purchase Order Receipt,67,145,System,Transaction processed for WH_100 location,system,2025-09-15
897,2071,Baking Pan,WH_100,Receipt,2026-02-18,69,20.58,1419.74,PO-3361,Purchase Order Receipt,903,972,System,Transaction processed for WH_100 location,system,2026-02-18
898,1562,PowerBurner Camping Stove,WH_200,Sale,2025-08-27,-27,138.38,3736.26,SO-18463,Customer Sale,98,71,System,Transaction processed for WH_200 location,system,2025-08-27
899,3022,Backcountry Explorer XC Skis - 190cm,WH_100,Sale,2026-03-22,-39,404.3,15767.7,SO-15438,Customer Sale,89,50,System,Transaction processed for WH_100 location,system,2026-03-22
900,3071,Ski Boot Bag - Premium,WH_200,Transfer,2025-10-31,-10,41.93,419.3,TRF-9863,Warehouse Transfer,10,0,System,Transaction processed for WH_200 location,system,2025-10-31
901,1572,MountainDream Sleeping Bag,WH_200,Return,2025-11-29,4,161.05,644.19,RET-66584,Customer Return,93,97,System,Transaction processed for WH_200 location,system,2025-11-29
902,1562,PowerBurner Camping Stove,WH_500,Sale,2025-09-17,-2,138.38,276.76,SO-25174,Customer Sale,230,228,System,Transaction processed for WH_500 location,system,2025-09-17
903,3042,Aluminum All-Mountain Poles - 115cm,WH_100,Sale,2025-10-09,-8,74.42,595.36,SO-17710,Customer Sale,90,82,System,Transaction processed for WH_100 location,system,2025-10-09
904,2071,Baking Pan,WH_100,Sale,2025-12-19,-33,20.64,681.12,SO-22432,Customer Sale,769,736,System,Transaction processed for WH_100 location,system,2025-12-19
905,1552,TrekMaster Camping Chair,WH_200,Receipt,2026-01-20,87,51.6,4488.99,PO-3848,Purchase Order Receipt,16,103,System,Transaction processed for WH_200 location,system,2026-01-20
906,2011,Coffee Maker,WH_200,Receipt,2025-08-05,191,121.77,23258.55,PO-4087,Purchase Order Receipt,507,698,System,Transaction processed for WH_200 location,system,2025-08-05
907,3104,Ski Tuning Bench - Portable,WH_200,Receipt,2026-04-05,134,121.88,16332.54,PO-2826,Purchase Order Receipt,14,148,System,Transaction processed for WH_200 location,system,2026-04-05
908,1551,BaseCamp Folding Table,WH_500,Adjustment,2026-04-06,-8,56.14,449.12,ADJ-908,Physical Count,339,331,System,Transaction processed for WH_500 location,system,2026-04-06
909,1561,EcoFire Camping Stove,WH_200,Transfer,2026-03-05,-39,19.18,748.02,TRF-2315,Warehouse Transfer,60,21,System,Transaction processed for WH_200 location,system,2026-03-05
910,1551,BaseCamp Folding Table,WH_500,Sale,2026-01-22,-6,56.14,336.84,SO-80313,Customer Sale,258,252,System,Transaction processed for WH_500 location,system,2026-01-22
911,3013,Beginner's Choice Alpine Skis - 160cm,WH_200,Receipt,2026-02-19,110,300.89,33097.95,PO-3939,Purchase Order Receipt,104,214,System,Transaction processed for WH_200 location,system,2026-02-19
912,3081,All-Temp Ski Wax Kit,WH_200,Adjustment,2026-04-23,-2,59.66,119.32,ADJ-912,Cycle Count,36,34,System,Transaction processed for WH_200 location,system,2026-04-23
913,2041,Serving Platter,WH_200,Sale,2025-12-12,-48,44.8,2150.4,SO-16309,Customer Sale,502,454,System,Transaction processed for WH_200 location,system,2025-12-12
914,1531,Summit Breeze Jacket,WH_200,Damage,2026-02-06,-2,90.41,180.82,DMG-914,Warehouse Damage,194,192,System,Transaction processed for WH_200 location,system,2026-02-06
915,1572,MountainDream Sleeping Bag,WH_200,Sale,2026-02-14,-43,201.31,8656.33,SO-98439,Customer Sale,262,219,System,Transaction processed for WH_200 location,system,2026-02-14
916,1543,TrekStar Hiking Sandals,WH_200,Adjustment,2026-01-01,-16,63.22,1011.52,ADJ-916,Cycle Count,75,59,System,Transaction processed for WH_200 location,system,2026-01-01
917,2031,Coffee Mug,WH_200,Transfer,2025-07-28,-21,22.64,475.44,TRF-2796,Warehouse Transfer,1058,1037,System,Transaction processed for WH_200 location,system,2025-07-28
918,3103,Snowboard Bindings - Pro,WH_100,Sale,2026-03-06,-25,221.75,5543.75,SO-57576,Customer Sale,54,29,System,Transaction processed for WH_100 location,system,2026-03-06
919,3071,Ski Boot Bag - Premium,WH_200,Sale,2026-04-26,-19,41.93,796.67,SO-46076,Customer Sale,19,0,System,Transaction processed for WH_200 location,system,2026-04-26
920,1572,MountainDream Sleeping Bag,WH_200,Adjustment,2025-12-27,3,201.31,603.93,ADJ-920,Physical Count,237,240,System,Transaction processed for WH_200 location,system,2025-12-27
921,1542,TrailWalker Hiking Shoes,WH_200,Sale,2026-04-28,-6,92.42,554.52,SO-20901,Customer Sale,66,60,System,Transaction processed for WH_200 location,system,2026-04-28
922,1531,Summit Breeze Jacket,WH_200,Sale,2025-11-10,-37,90.41,3345.17,SO-12584,Customer Sale,124,87,System,Transaction processed for WH_200 location,system,2025-11-10
923,3022,Backcountry Explorer XC Skis - 190cm,WH_100,Damage,2025-07-25,-3,404.3,1212.9,DMG-923,Warehouse Damage,29,26,System,Transaction processed for WH_100 location,system,2025-07-25
924,1531,Summit Breeze Jacket,WH_100,Sale,2025-07-09,-15,90.41,1356.15,SO-55084,Customer Sale,438,423,System,Transaction processed for WH_100 location,system,2025-07-09
925,1533,RainGuard Hiking Jacket,WH_100,Return,2026-04-13,1,89.3,89.3,RET-86619,Customer Return,663,664,System,Transaction processed for WH_100 location,system,2026-04-13
926,1523,TrailLite Daypack,WH_100,Receipt,2026-01-27,124,54.94,6813.08,PO-1119,Purchase Order Receipt,664,788,System,Transaction processed for WH_100 location,system,2026-01-27
927,2021,Chef Knife,WH_200,Sale,2025-12-17,-20,63.7,1274.0,SO-20634,Customer Sale,3247,3227,System,Transaction processed for WH_200 location,system,2025-12-17
928,2011,Coffee Maker,WH_200,Sale,2026-02-14,-10,125.26,1252.6,SO-12715,Customer Sale,631,621,System,Transaction processed for WH_200 location,system,2026-02-14
929,2061,Mixing Bowl,WH_100,Sale,2025-07-11,-22,29.7,653.4,SO-72570,Customer Sale,2054,2032,System,Transaction processed for WH_100 location,system,2025-07-11
930,3051,Insulated Ski Jacket - Men's,WH_200,Sale,2025-09-21,-9,201.38,1812.42,SO-52001,Customer Sale,95,86,System,Transaction processed for WH_200 location,system,2025-09-21
931,2071,Baking Pan,WH_100,Sale,2025-12-01,-12,20.64,247.68,SO-72551,Customer Sale,894,882,System,Transaction processed for WH_100 location,system,2025-12-01
932,3013,Beginner's Choice Alpine Skis - 160cm,WH_200,Sale,2025-08-13,-12,309.01,3708.12,SO-79887,Customer Sale,103,91,System,Transaction processed for WH_200 location,system,2025-08-13
933,1552,TrekMaster Camping Chair,WH_100,Receipt,2025-12-18,118,50.22,5926.15,PO-3360,Purchase Order Receipt,339,457,System,Transaction processed for WH_100 location,system,2025-12-18
934,3071,Ski Boot Bag - Premium,WH_200,Transfer,2026-01-10,-11,41.93,461.23,TRF-4787,Warehouse Transfer,37,26,System,Transaction processed for WH_200 location,system,2026-01-10
935,1572,MountainDream Sleeping Bag,WH_500,Sale,2026-02-23,-3,201.31,603.93,SO-43817,Customer Sale,461,458,System,Transaction processed for WH_500 location,system,2026-02-23
936,2101,Measuring Cup Set,WH_200,Receipt,2025-11-26,44,12.6,554.58,PO-3566,Purchase Order Receipt,142,186,System,Transaction processed for WH_200 location,system,2025-11-26
937,1541,TrekReady Hiking Boots,WH_100,Receipt,2025-09-07,11,105.55,1161.09,PO-4290,Purchase Order Receipt,610,621,System,Transaction processed for WH_100 location,system,2025-09-07
938,3081,All-Temp Ski Wax Kit,WH_100,Return,2025-12-23,2,47.73,95.46,RET-71666,Customer Return,38,40,System,Transaction processed for WH_100 location,system,2025-12-23
939,1533,RainGuard Hiking Jacket,WH_100,Sale,2025-12-24,-28,111.62,3125.36,SO-73355,Customer Sale,644,616,System,Transaction processed for WH_100 location,system,2025-12-24
940,2101,Measuring Cup Set,WH_200,Transfer,2026-02-14,-5,13.02,65.1,TRF-6031,Warehouse Transfer,5,0,System,Transaction processed for WH_200 location,system,2026-02-14
941,3101,Winter Boots - Insulated,WH_200,Sale,2025-12-15,-12,119.75,1437.0,SO-97049,Customer Sale,95,83,System,Transaction processed for WH_200 location,system,2025-12-15
942,3012,Mountain Master All-Terrain Skis - 165cm,WH_100,Adjustment,2026-01-19,-2,674.65,1349.3,ADJ-942,Cycle Count,35,33,System,Transaction processed for WH_100 location,system,2026-01-19
943,3104,Ski Tuning Bench - Portable,WH_200,Adjustment,2026-01-12,12,127.6,1531.2,ADJ-943,Cycle Count,25,37,System,Transaction processed for WH_200 location,system,2026-01-12
944,1571,CozyNights Sleeping Bag,WH_100,Sale,2026-04-21,-44,18.72,823.68,SO-20244,Customer Sale,106,62,System,Transaction processed for WH_100 location,system,2026-04-21
945,1553,Adventure Dining Table,WH_100,Receipt,2025-12-15,176,113.76,20021.74,PO-7986,Purchase Order Receipt,195,371,System,Transaction processed for WH_100 location,system,2025-12-15
946,1543,TrekStar Hiking Sandals,WH_200,Sale,2025-11-28,-25,63.22,1580.5,SO-66928,Customer Sale,25,0,System,Transaction processed for WH_200 location,system,2025-11-28
947,2011,Coffee Maker,WH_200,Sale,2025-11-28,-34,125.26,4258.84,SO-16397,Customer Sale,654,620,System,Transaction processed for WH_200 location,system,2025-11-28
948,3081,All-Temp Ski Wax Kit,WH_100,Receipt,2025-11-06,161,58.92,9486.04,PO-8787,Purchase Order Receipt,139,300,System,Transaction processed for WH_100 location,system,2025-11-06
949,3051,Insulated Ski Jacket - Men's,WH_200,Sale,2026-01-17,-19,201.38,3826.22,SO-90201,Customer Sale,136,117,System,Transaction processed for WH_200 location,system,2026-01-17
950,1531,Summit Breeze Jacket,WH_200,Sale,2026-01-06,-22,90.41,1989.02,SO-21284,Customer Sale,65,43,System,Transaction processed for WH_200 location,system,2026-01-06
951,1543,TrekStar Hiking Sandals,WH_200,Receipt,2026-04-14,19,63.88,1213.7,PO-7887,Purchase Order Receipt,44,63,System,Transaction processed for WH_200 location,system,2026-04-14
952,1512,SkyView 2-Person Tent,WH_200,Receipt,2025-07-10,44,212.63,9355.68,PO-6227,Purchase Order Receipt,706,750,System,Transaction processed for WH_200 location,system,2025-07-10
953,3091,Freestyle Snowboard - 155cm,WH_100,Sale,2025-07-23,-13,431.14,5604.82,SO-91657,Customer Sale,30,17,System,Transaction processed for WH_100 location,system,2025-07-23
954,2091,Spatula,WH_200,Sale,2026-03-01,-35,9.02,315.7,SO-29980,Customer Sale,556,521,System,Transaction processed for WH_200 location,system,2026-03-01
955,2012,Espresso Machine,WH_100,Transfer,2026-02-27,-50,303.83,15191.5,TRF-6278,Warehouse Transfer,833,783,System,Transaction processed for WH_100 location,system,2026-02-27
956,1533,RainGuard Hiking Jacket,WH_100,Sale,2026-04-26,-27,111.62,3013.74,SO-58529,Customer Sale,769,742,System,Transaction processed for WH_100 location,system,2026-04-26
957,3012,Mountain Master All-Terrain Skis - 165cm,WH_100,Sale,2025-11-17,-39,674.65,26311.35,SO-24422,Customer Sale,94,55,System,Transaction processed for WH_100 location,system,2025-11-17
958,2012,Espresso Machine,WH_100,Receipt,2026-03-09,18,294.59,5302.7,PO-8262,Purchase Order Receipt,709,727,System,Transaction processed for WH_100 location,system,2026-03-09
959,3032,Comfort Fit Recreational Boots,WH_100,Sale,2026-01-21,-6,264.98,1589.88,SO-70039,Customer Sale,112,106,System,Transaction processed for WH_100 location,system,2026-01-21
960,2022,Fork Set,WH_200,Sale,2026-04-04,-36,33.74,1214.64,SO-30271,Customer Sale,43,7,System,Transaction processed for WH_200 location,system,2026-04-04
961,1511,Alpine Explorer Tent,WH_200,Sale,2025-09-15,-29,320.4,9291.6,SO-67675,Customer Sale,1588,1559,System,Transaction processed for WH_200 location,system,2025-09-15
962,2081,Food Storage Set,WH_100,Transfer,2025-11-08,-26,24.96,648.96,TRF-1310,Warehouse Transfer,1932,1906,System,Transaction processed for WH_100 location,system,2025-11-08
963,2091,Spatula,WH_200,Transfer,2026-01-11,-41,9.02,369.82,TRF-1347,Warehouse Transfer,515,474,System,Transaction processed for WH_200 location,system,2026-01-11
964,2111,High-Speed Blender,WH_200,Transfer,2025-11-09,-25,142.34,3558.5,TRF-2756,Warehouse Transfer,89,64,System,Transaction processed for WH_200 location,system,2025-11-09
965,3104,Ski Tuning Bench - Portable,WH_500,Sale,2026-03-25,-26,127.6,3317.6,SO-94705,Customer Sale,88,62,System,Transaction processed for WH_500 location,system,2026-03-25
